source_raw,source_type,relation,target_raw,target_type,source_chunk_id,source_row_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
UJET,Company,PARTNERED_WITH,Google Cloud,Company,https://www.tmcnet.com/channels/call-center-management/news/-ujet-wins-google-cloud-technology-partner-the-year-/2023/08/29/9871864.htm::c0000,3402,2023-08-29,UJET announced a relationship with Google Cloud as a strategic technology partner,0.95,UJET,Google Cloud,ujet,google cloud,lab19_80b895a25e2888832048cf11,lab19_909fcd9c188c8c2429afa468
UJET,Company,USES,Contact Center AI Platform (CCAI),Technology,https://www.tmcnet.com/channels/call-center-management/news/-ujet-wins-google-cloud-technology-partner-the-year-/2023/08/29/9871864.htm::c0000,3402,2023-08-29,UJET announced a relationship with Google Cloud as a strategic technology partner to support Google Cloud in extending the CCAI portfolio,0.9,UJET,Contact Center AI Platform (CCAI),ujet,contact center ai platform ccai,lab19_80b895a25e2888832048cf11,lab19_328691c9143a2cedc02b9e9b
LinkedIn,Company,USES,MSFT,Company,https://www.msn.com/en-us/money/other/tech-exodus-from-silicon-valley-to-main-street/ar-AA1ciHZd::c0000,3409,2023-06-08,According to LinkedIn (MSFT) data from 2023,0.8,LinkedIn,Microsoft,linkedin,microsoft,lab19_0271a635029585b85c0451c3,lab19_fb0f4df56fab164ec48722f0
City of Franklin,Company,USES,Cloudpermit,Technology,https://www.thederrick.com/news/community_news/franklin-rolls-out-new-cloudpermit-software/article_265b7520-532d-11ee-a960-8f8488cb9b65.html::c0000,3427,2023-09-15,Property owners developers and contractors can now apply for their permits online by using a cloud-based software called Cloudpermit.,0.95,City of Franklin,Cloudpermit,city of franklin,cloudpermit,lab19_a68f7700f2cf9cb99c05ed89,lab19_fcee8862090046da8300d6a6
Nvidia,Company,USES,chips,Technology,https://www.reuters.com/technology/nvidia-forecasts-first-quarter-revenue-above-expectations-2023-02-22/::c0000,3432,2023-02-22,its CEO said use of its chips to power artificial intelligence (AI) services like chatbots,0.9,NVIDIA,chips,nvidia,chips,lab19_b823fb02e58a12bdc4c38934,lab19_934271022c07755cad9182b0
CTI,Company,ACQUIRED,Rapid Imaging,Company,https://www.pehub.com/bluestone-backed-cti-buys-defense-software-provider-rapid-imaging/::c0000,3440,2023-04-21,CTI buys defense software provider Rapid Imaging,0.95,CTI,Rapid Imaging,cti,rapid imaging,lab19_8a0c9d42a2efb1a7c43a4679,lab19_d5dd4228dd5cbd32fa658d81
Mercy Corps,Company,PARTNERED_WITH,Cisco,Company,https://www.mercycorps.org/blog/technology-for-change-cisco-partnership::c0000,3450,2023-02-07,Mercy Corps and Cisco’s partnership,0.95,Mercy Corps,Cisco,mercy corps,cisco,lab19_748282715d0653f252f5d5fc,lab19_c0b40a5df7f8102a782828b0
Ashwini Vaishnaw,Person,WORKED_AT,Minister of Railways Communications and Electronics & IT,Company,https://indianexpress.com/article/opinion/columns/minister-of-railways-communications-and-electronics-it-ashwini-vaishnaw-writes-technology-at-your-service-8520448/::c0000,3512,2023-03-29,Minister of Railways Communications and Electronics & IT Ashwini Vaishnaw writes,0.9,Ashwini Vaishnaw,Minister of Railways Communications and Electronics & IT,ashwini vaishnaw,minister of railways communications and electronics it,lab19_e7bd0b54232d5a4b6df5dfb4,lab19_124fb8291a7906d78c72753b
Aadhaar Enabled Payment System (AePS),Technology,USES,India Post,Company,https://indianexpress.com/article/opinion/columns/minister-of-railways-communications-and-electronics-it-ashwini-vaishnaw-writes-technology-at-your-service-8520448/::c0000,3512,2023-03-29,The Gramin Dak Sevaks of India Post provided financial service assistance at doorsteps using the Aadhaar Enabled Payment System (AePS),0.95,Aadhaar Enabled Payment System (AePS),India Post,aadhaar enabled payment system aeps,india post,lab19_221970ead6971fb9d3810c88,lab19_da99979c151312fa436465e4
Sheila Whalen,Person,LEADS,Diocese of Colorado Springs,Company,https://gazette.com/opinion/editorial-schools-should-get-control-of-the-phones/article_5ac4df88-581c-11ee-957c-9f4babb3ff16.html::c0000,3525,2023-09-21,The Diocese of Colorado Springs Superintendent Sheila Whalen cites research,0.9,Sheila Whalen,Diocese of Colorado Springs,sheila whalen,diocese of colorado springs,lab19_2149eacfedb23ed1426de1c8,lab19_848eeb6ac6d180655c2b0b62
Diocese of Colorado Springs,Company,PARTNERED_WITH,parents,Person,https://gazette.com/opinion/editorial-schools-should-get-control-of-the-phones/article_5ac4df88-581c-11ee-957c-9f4babb3ff16.html::c0000,3525,2023-09-21,So we need to partner with the parents to help students have a healthier relationship with technology,0.8,Diocese of Colorado Springs,parents,diocese of colorado springs,parents,lab19_848eeb6ac6d180655c2b0b62,lab19_ab87ac4b70c410953094a6cc
Microsoft,Company,INVESTED_IN,Climate Innovation Fund,Technology,https://www.geekwire.com/2023/big-techs-billions-for-climate-heres-where-amazon-and-microsoft-are-making-their-carbon-bets/::c0000,3609,2023-03-01,Microsoft announced Microsoft's $1 billion Climate Innovation Fund,1.0,Microsoft,Climate Innovation Fund,microsoft,climate innovation fund,lab19_fb0f4df56fab164ec48722f0,lab19_a7bc5d33872d0e39c9f59675
Amazon,Company,INVESTED_IN,Climate Pledge Fund,Technology,https://www.geekwire.com/2023/big-techs-billions-for-climate-heres-where-amazon-and-microsoft-are-making-their-carbon-bets/::c0000,3609,2023-03-01,Amazon unveiled Amazon's $2 billion Climate Pledge Fund,1.0,Amazon,Climate Pledge Fund,amazon,climate pledge fund,lab19_68b3544368862fc263941c8d,lab19_eceba476141ed384621e56e9
Midjourney 4,Technology,DEVELOPED,AI programs,Technology,https://www.washingtonpost.com/technology/2023/03/26/ai-generated-hands-midjourney/::c0000,3690,2023-03-30,AI programs such as Midjourney 4 used to render hands,0.9,Midjourney 4,AI programs,midjourney 4,ai programs,lab19_c5148a955f332bd9b3f864e2,lab19_cf0679bee25e6487d656ac11
Midjourney Version 5,Technology,DEVELOPED,AI programs,Technology,https://www.washingtonpost.com/technology/2023/03/26/ai-generated-hands-midjourney/::c0000,3690,2023-03-30,a hand created using Version 5 of Midjourney is much more realistic,0.9,Midjourney Version 5,AI programs,midjourney version 5,ai programs,lab19_140bde313115890237db6d59,lab19_cf0679bee25e6487d656ac11
Intel,Company,DEVELOPED,3D V-Cache Tech,Technology,https://www.pcmag.com/news/intel-our-3d-v-cache-tech-will-take-a-different-approach-than-amd::c0000,3714,2023-09-19,Intel: Our 3D V-Cache Tech Will Take a Different Approach Than AMD,1.0,Intel,3D V-Cache Tech,intel,3d v-cache tech,lab19_fd90caf986a66450a7dd026b,lab19_16ad8d99f7baef6ba9c64023
Intel,Company,USES,3D V-Cache Tech,Technology,https://www.pcmag.com/news/intel-our-3d-v-cache-tech-will-take-a-different-approach-than-amd::c0000,3714,2023-09-19,The company plans to use the chip-stacking tech for Intel processors,1.0,Intel,3D V-Cache Tech,intel,3d v-cache tech,lab19_fd90caf986a66450a7dd026b,lab19_16ad8d99f7baef6ba9c64023
Center for Democracy and Technology,Company,DEVELOPED,artificial intelligence content filtering,Technology,https://www.lgbtqnation.com/2023/09/school-computer-tech-is-harming-lgbtq-students/::c0000,3822,2023-09-25,A new report from the Center for Democracy and Technology (CDT) found that computer technology — like artificial intelligence (AI) content filtering,0.9,Center for Democracy and Technology,artificial intelligence content filtering,center for democracy and technology,artificial intelligence content filtering,lab19_b8676880ed7fa37b808a43a6,lab19_b7daa690e883a101715e83fe
Center for Democracy and Technology,Company,DEVELOPED,student activity monitoring,Technology,https://www.lgbtqnation.com/2023/09/school-computer-tech-is-harming-lgbtq-students/::c0000,3822,2023-09-25,A new report from the Center for Democracy and Technology (CDT) found that computer technology — like ... student activity monitoring,0.9,Center for Democracy and Technology,student activity monitoring,center for democracy and technology,student activity monitoring,lab19_b8676880ed7fa37b808a43a6,lab19_67166c2206b00156667d889e
WiMi,Company,DEVELOPED,silent speech recognition system,Technology,https://it.tmcnet.com/news/2023/04/25/9801042.htm::c0000,3874,2023-04-25,WiMi Releases A Highly Reliable Silent Speech Recognition System Based on Multi-featured Signal Sensing Technology,1.0,WiMi,silent speech recognition system,wimi,silent speech recognition system,lab19_fa2c6b919de1f8285f8d8d20,lab19_fbf4cec23011c5b5d7562f31
WiMi,Company,DEVELOPED,multi-featured signal perception technology,Technology,https://it.tmcnet.com/news/2023/04/25/9801042.htm::c0000,3874,2023-04-25,a highly reliable silent speech recognition system based on multi-featured signal perception technology,1.0,WiMi,multi-featured signal perception technology,wimi,multi-featured signal perception technology,lab19_fa2c6b919de1f8285f8d8d20,lab19_fe3e6612909d64b779020fcc
WiMi,Company,DEVELOPED,Hologram Augmented Reality (AR) Technology,Technology,https://it.tmcnet.com/news/2023/04/25/9801042.htm::c0000,3874,2023-04-25,a leading global Hologram Augmented Reality ('AR') Technology provider,1.0,WiMi,Hologram Augmented Reality (AR) Technology,wimi,hologram augmented reality ar technology,lab19_fa2c6b919de1f8285f8d8d20,lab19_83ce54d1788ef9c561bb2006
ChatGPT,Technology,DEVELOPED,OpenAI,Company,https://thejournal.com/articles/2023/03/22/why-ed-tech-is-not-endorsing-a-ban-on-chatgpt-in-schools.aspx::c0000,3916,2023-03-22,ChatGPT is projected to either further erode K-12 learning outcomes or it will boost writing instruction,0.0,ChatGPT,OpenAI,chatgpt,openai,lab19_f4adaa883e92217c80dab7fb,lab19_773eeb9b7cc008bff365fcdd
Diagnal,Company,PARTNERED_WITH,Lounges.tv,Company,https://www.rapidtvnews.com/2023092764248/diagnal-lounges-tv-maintain-technology-partnership.html::c0000,3945,2023-09-27,Diagnal has extended its technology partnership with Lounges.tv,1.0,Diagnal,Lounges.tv,diagnal,lounges.tv,lab19_accc3f19ac930b9f603b5267,lab19_f08bacbb327fea7f68769094
Chili's,Company,PARTNERED_WITH,Signal Theory,Company,https://www.joplinglobe.com/region/national_business/chilis-selects-signal-theory-as-aor-for-menu-design-suite/article_76507269-4ec7-50f6-9a9e-70b6e8642a6b.html::c0000,3966,2023-10-27,Signal Theory ... has been selected as the creative partner,0.95,Chili's,Signal Theory,chili s,signal theory,lab19_9e672f78eafcb74a5ce73526,lab19_19fd69e273032665f405b4f1
Scan-Optics,Company,PARTNERED_WITH,UKG,Company,https://markets.businessinsider.com/news/stocks/scan-optics-expands-technology-partnership-with-ukg-1032014801::c0000,4006,2023-01-12,Scan-Optics Expands Technology Partnership with UKG,0.95,Scan-Optics,UKG,scan-optics,ukg,lab19_d639019ad5fa008cac962c3f,lab19_e23c5421d4f8b156c0c6101c
Information Services Group,Company,LEADS,industry,Technology,https://www.01net.it/isg-advisors-recognized-as-2022-hro-today-superstars-leading-clients-through-disruptive-times/::c0000,4080,2022-12-20,HRO Today has named two advisors from Information Services Group (ISG) ... as 2022 Superstars for their leadership in guiding the industry,0.8,Information Services Group,industry,information services group,industry,lab19_b79293f3033084556da650c0,lab19_c503305d28036cd755dd4714
Ox Appsec Security Ltd.,Company,DEVELOPED,OX-GPT,Technology,https://siliconangle.com/2023/05/18/ox-security-integrates-chatgpt-improve-software-supply-chain-security/::c0000,4103,2023-05-18,Ox Appsec Security Ltd. today announced the launch of OX-GPT a ChatGPT integration,1.0,Ox Appsec Security Ltd.,OX-GPT,ox appsec security ltd.,ox-gpt,lab19_ae23a0a9f973c0abe685f361,lab19_dfaf103884e4f3dc18651858
OX-GPT,Technology,USES,ChatGPT,Technology,https://siliconangle.com/2023/05/18/ox-security-integrates-chatgpt-improve-software-supply-chain-security/::c0000,4103,2023-05-18,OX-GPT a ChatGPT integration,1.0,OX-GPT,ChatGPT,ox-gpt,chatgpt,lab19_dfaf103884e4f3dc18651858,lab19_f4adaa883e92217c80dab7fb
Citizen,Company,USES,NASA technology,Technology,https://www.zdnet.com/article/citizens-new-watch-utilizes-nasa-technology-and-ai-to-determine-your-fatigue-ces-2023/::c0000,4112,2023-01-06,Citizen's new watch uses NASA technology and AI to determine your fatigue,1.0,Citizen,NASA technology,citizen,nasa technology,lab19_1d143309db384774fa3167e7,lab19_bca62583d06cd995ffdb0dcb
IBM,Company,DEVELOPED,online training and digital credentials,Technology,https://www.tmcnet.com/usubmit/-new-ibm-survey-reveals-greatest-perceived-barrier-professional-/2023/02/14/9759673.htm::c0000,4133,2023-02-14,IBM (NYSE: IBM) unveiled today ... online training and digital credentials are emerging as a recognized pathway,0.8,IBM,online training and digital credentials,ibm,online training and digital credentials,lab19_681006bc70d2b14804e79e11,lab19_050628fda089bf2b68ac425d
Koch Engineered Solutions,Company,PARTNERED_WITH,Percepto,Company,https://www.csrwire.com/press_releases/765816-koch-engineered-solutions-and-percepto-join-forces-bring-cutting-edge-ai-and::c0000,4169,2023-02-08,Koch Engineered Solutions and Percepto Join Forces,1.0,Koch Engineered Solutions,Percepto,koch engineered solutions,percepto,lab19_bb8d7383f80fb6c9f6d94956,lab19_bad93f2e765bc8cde0bc9ccd
Koch Engineered Solutions,Company,USES,AI and Autonomous Drone Technology,Technology,https://www.csrwire.com/press_releases/765816-koch-engineered-solutions-and-percepto-join-forces-bring-cutting-edge-ai-and::c0000,4169,2023-02-08,bring Cutting-Edge AI and Autonomous Drone Technology to Industrial Customers,0.9,Koch Engineered Solutions,AI and Autonomous Drone Technology,koch engineered solutions,ai and autonomous drone technology,lab19_bb8d7383f80fb6c9f6d94956,lab19_faee68a3d402ffd898e052e2
MAI,Company,ACQUIRED,WASI,Company,https://www.joplinglobe.com/region/national_business/mai-acquires-call-center-operator-wasi-to-bolster-mai-voice-contact-services-division/article_82704371-7ef1-5a29-b345-9b41d33121a0.html::c0000,4189,2023-03-14,MAI Acquires Call Center Operator WASI,1.0,MAI,WASI,mai,wasi,lab19_f00b5e3f4eab0d7c3e243b57,lab19_c911e5e28ff9e9ab521e5df8
Information Management Technology,Technology,USES,applications and services,Technology,https://www.investopedia.com/terms/i/information-management-technology-imt.asp::c0000,4236,2023-01-04,developers occupy one of the most common roles in information technology creating the applications and services used by a company''s employees or consumers,0.8,Information Management Technology,applications and services,information management technology,applications and services,lab19_97d3bdce736d825094b4fbfc,lab19_43a2aba34d7ca7b6e9b77020
Prime Minister Netanyahu,Person,LEADS,National Information Service,Company,https://www.israelnationalnews.com/flashes/605337::c0000,4391,2023-04-20,Prime Minister Netanyahu's leading candidate for the headship of the National Information Service,0.9,Prime Minister Netanyahu,National Information Service,prime minister netanyahu,national information service,lab19_577424e16583aed42415b9cd,lab19_4c5b25ed242ca9cf7751cc5d
Kinneret Barashi,Person,LEADS,National Information Service,Company,https://www.israelnationalnews.com/flashes/605337::c0000,4391,2023-04-20,lawyer Kinneret Barashi ... for the headship of the National Information Service,0.9,Kinneret Barashi,National Information Service,kinneret barashi,national information service,lab19_bc0d37f8c4b5ded7bf4d9773,lab19_4c5b25ed242ca9cf7751cc5d
Eva Navarro López,Person,LEADS,School of Information,Company,https://www.rit.edu/study/computing-and-information-sciences::r04404::c0000,4404,2023-08-08,Eva Navarro López has been named director of the School of Information,0.95,Eva Navarro López,School of Information,eva navarro lópez,school of information,lab19_6d8be19c05e61ff27ce8f2d6,lab19_c80bebade97d4e8315a2c142
Explorex,Company,PARTNERED_WITH,MSwipe,Company,https://technews.tmcnet.com/news/2023/03/06/9771297.htm::c0000,4415,2023-03-06,EXPLOREX PARTNERS WITH MSWIPE,0.95,Explorex,MSwipe,explorex,mswipe,lab19_d115b997b62af1d7b48fd5f7,lab19_67bc34c4076b3276117f96e1
Symphony,Company,PARTNERED_WITH,Owensboro Health,Company,https://news.yahoo.com/music-call-program-continues-prosper-102300541.html::c0000,4442,2022-12-17,"In 2016 Symphony and Owensboro Health partnered up for the start of the '""Music on Call'"" program",1.0,Symphony,Owensboro Health,symphony,owensboro health,lab19_c40caf3c3d0a2d6f4c435c79,lab19_4843d19ba6ab28c53b9e12b5
Aware,Company,PARTNERED_WITH,World Wide Technology,Company,https://www.tmcnet.com/usubmit/2023/01/18/9745239.htm::c0000,4463,2023-01-18,Aware ... announced a partnership with World Wide Technology,1.0,Aware,World Wide Technology,aware,world wide technology,lab19_420cb7bb97987da2ded5a7d7,lab19_cdfe9abbb62c37bdf1a0f35a
Vi,Company,PARTNERED_WITH,Truecaller,Company,https://technews.tmcnet.com/news/2023/07/13/9847589.htm::c0000,4600,2023-07-13,Vi ... has joined hands with Truecaller,1.0,Vi,Truecaller,vi,truecaller,lab19_0bb48958ad61ed1e56270799,lab19_6d6d3bc05ca32388a48a053b
AgencyBloc,Company,ACQUIRED,Radius,Company,https://www.tmcnet.com/channels/call-center-management/news/-agencybloc-acquires-radius-provide-enhanced-capabilities-benefits-brokers-/2023/02/01/9753160.htm::c0000,4603,2023-02-01,AgencyBloc Acquires Radius,1.0,AgencyBloc,Radius,agencybloc,radius,lab19_3594232df512294a8366dfa6,lab19_3f4df96c53ee5e799568aecf
Inseego,Company,PARTNERED_WITH,Pocket Box,Company,https://www.businesscar.co.uk/news/2023/january/inseego-and-pocket-box-partnership-offers-integrated-fleet-technology::c0000,4627,2023-01-04,Inseego and Pocket Box partnership,1.0,Inseego,Pocket Box,inseego,pocket box,lab19_521037c3e56d17d9ac38937b,lab19_bc866d15bf27ea55e30df0f0
AST Spacemobile,Company,WORKED_AT,Vodafone Raku,Company,https://www.msn.com/en-us/news/technology/first-ever-space-based-voice-call-made-in-west-texas/ar-AA1aqzkJ::c0000,4640,2023-04-27,This call was made by AST Spacemobile with help from their partners Vodafone Raku,0.8,AST Spacemobile,Vodafone Raku,ast spacemobile,vodafone raku,lab19_eb3517d26c881280d8a6a7a4,lab19_6edc166875fb4fbe067d081d
Mood Media,Company,ACQUIRED,Vibenomics,Company,https://www.finanzen.at/nachrichten/aktien/mood-media-expands-in-store-solutions-with-acquisition-of-vibenomics-the-leading-in-store-ad-network-technology-and-service-provider-1032182119::c0000,4665,2023-03-22,Mood Media Expands In-Store Solutions with Acquisition of Vibenomics,1.0,Mood Media,Vibenomics,mood media,vibenomics,lab19_52d2365dd55f191eeb19b990,lab19_746caaaa060162969f765283
Sumayya Shaheen,Person,WORKED_AT,10Pearls,Company,https://propakistani.pk/2023/02/27/10pearls-successfully-conducts-ai-summit-2023-in-islamabad/::c0000,4695,2023-02-27,Sumayya Shaheen (Associate Director Software Services 10Pearls),1.0,Sumayya Shaheen,10Pearls,sumayya shaheen,10pearls,lab19_18fe6dc1341445926e310ea9,lab19_467d8d9726ad960f55797970
UKG,Company,DEVELOPED,HR payroll and workforce management solutions,Technology,https://ca.news.yahoo.com/ukg-celebrates-2022-technology-partners-150000192.html::c0000,4766,2023-01-05,UKG a leading provider of HR payroll and workforce management solutions,0.9,UKG,HR payroll and workforce management solutions,ukg,hr payroll and workforce management solutions,lab19_e23c5421d4f8b156c0c6101c,lab19_0c4da1c74f2482af25f90621
VIQ Solutions,Company,PARTNERED_WITH,JAVS,Company,https://technews.tmcnet.com/news/2023/06/15/9833334.htm::c0000,4885,2023-06-15,VIQ Solutions Signs Strategic Partnership with JAVS,1.0,VIQ Solutions,JAVS,viq solutions,javs,lab19_3bd246d63c5fc107fabe9fd2,lab19_6a6e22b86eaee86b5b633d5e
NetScribeTM,Technology,USES,AI,Technology,https://technews.tmcnet.com/news/2023/06/15/9833334.htm::c0000,4885,2023-06-15,Using AI. The technology uses advanced proprietary AI algorithms,1.0,NetScribeTM,AI,netscribetm,ai,lab19_d1cf32435c83e1ff1d38a8da,lab19_4f5c599d80e3f459819f8d8f
FirstDraftTM,Technology,USES,AI,Technology,https://technews.tmcnet.com/news/2023/06/15/9833334.htm::c0000,4885,2023-06-15,Using AI. The technology uses advanced proprietary AI algorithms,1.0,FirstDraftTM,AI,firstdrafttm,ai,lab19_4a06b8689a5043daa0329632,lab19_4f5c599d80e3f459819f8d8f
Doug,Person,USES,homemade antenna,Technology,https://www.msn.com/en-us/news/technology/these-spam-callers-are-getting-out-of-hand-dude-contacts-the-iss-with-homemade-antenna/ar-AA1ifgeQ::c0000,4892,2023-10-15,Doug's homemade antenna,1.0,Doug,homemade antenna,doug,homemade antenna,lab19_af89a527fe01cc128f0e1f9d,lab19_faed0a0a5dbab5f84367bcf1
Doug,Person,WORKED_AT,amateur ham radio,Technology,https://www.msn.com/en-us/news/technology/these-spam-callers-are-getting-out-of-hand-dude-contacts-the-iss-with-homemade-antenna/ar-AA1ifgeQ::c0000,4892,2023-10-15,Doug an amateur ham radio operator,1.0,Doug,amateur ham radio,doug,amateur ham radio,lab19_af89a527fe01cc128f0e1f9d,lab19_b94fae08783a2212fbf88a9e
Woody Hoburg,Person,WORKED_AT,International Space Station,Technology,https://www.msn.com/en-us/news/technology/these-spam-callers-are-getting-out-of-hand-dude-contacts-the-iss-with-homemade-antenna/ar-AA1ifgeQ::c0000,4892,2023-10-15,talk to astronaut Woody Hoburg,1.0,Woody Hoburg,International Space Station,woody hoburg,international space station,lab19_32f5027bea699dc38b9c1a51,lab19_23f55f0e03dc6c8e1508d3d6
SpaceMobile,Company,LEADS,space-based voice call using a standard smartphone,Technology,https://www.msn.com/en-us/news/technology/first-ever-space-based-voice-call-using-a-standard-smartphone-achieved/ar-AA1anBJK::c0000,4913,2023-04-26,Breakthrough demonstrates ‘what many once considered impossible’ says SpaceMobile boss,1.0,SpaceMobile,space-based voice call using a standard smartphone,spacemobile,space-based voice call using a standard smartphone,lab19_be40ffe19fcd3c17a63837d0,lab19_b15d40e2e2db2644606105cc
PTC,Company,DEVELOPED,ServiceMax Field Service Management Technology,Technology,https://www.newswire.ca/news-releases/ptc-applauded-by-frost-amp-sullivan-for-delivering-servicemax-field-service-management-technology-that-optimizes-operations-of-energy-companies-822163069.html::c0000,4916,2023-05-24,PTC Applauded by Frost & Sullivan for Delivering ServiceMax Field Service Management Technology,1.0,PTC,ServiceMax Field Service Management Technology,ptc,servicemax field service management technology,lab19_a2c14f9c6385c01daba2f730,lab19_420063bf9a6626f404962ea2
Microsoft,Company,DEVELOPED,ChatGPT,Technology,https://arstechnica.com/information-technology/2023/05/report-microsoft-plans-privacy-first-chatgpt-for-businesses-with-secrets-to-keep/::c0000,4944,2023-05-02,Microsoft could offer private ChatGPT to businesses,0.9,Microsoft,ChatGPT,microsoft,chatgpt,lab19_fb0f4df56fab164ec48722f0,lab19_f4adaa883e92217c80dab7fb
